program,Age,Gender,Civil State,District,Work Experience,OL-A,OL-B,OL-C,OL-S,AL stream,AL-A,AL-B,AL-C,AL-S
Bachelor of Technology - Computer Engineering,23,Male,Married,Gampaha,1-2 years,7,1,1,0,Arts,0,0,0,3
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,21,Female,Married,Mannar,1-2 years,9,0,0,0,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours - Agriculture,20,Male,Single,Colombo,More than 3 years,3,1,5,0,Mathematics,0,0,2,1
Bachelor of Technology - Mechanical Engineering,26,Male,Single,Colombo,0-1 years,3,3,2,1,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,20,Female,Single,Hambantota,2-3 years,8,0,0,1,Mathematics,2,0,1,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,19,Male,Married,Colombo,More than 3 years,8,0,0,1,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,23,Male,Single,Colombo,0-1 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,23,Female,Single,Kalutara,0-1 years,0,8,0,1,Mathematics,0,1,1,1
Bachelor of Software Engineering Honours,23,Male,Single,Gampaha,0-1 years,8,0,0,1,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours - Agriculture,23,Male,Married,Kurunegala,More than 3 years,4,2,0,3,Mathematics,0,2,0,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,23,Male,Married,Colombo,More than 3 years,9,0,0,0,CommerceArts,2,0,1,0
Bachelor of Technology - Electronic and Communication Engineering,24,Female,Single,Kurunegala,2-3 years,2,7,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Computer Engineering,20,Female,Single,Monaragala,0-1 years,2,3,4,0,Mathematics,1,2,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,23,Male,Single,Gampaha,2-3 years,9,0,0,0,Mathematics,0,3,0,0
Bachelor of Technology - Computer Engineering,25,Male,Single,Kurunegala,No experience,9,0,0,0,Biology,0,0,0,3
Bachelor of Industrial Studies Honours – Apparel Production and Management,19,Male,Single,Vavuniya,No experience,4,1,4,0,Biology,0,0,2,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,20,Male,Single,Hambantota,More than 3 years,7,0,1,1,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,23,Male,Single,Gampaha,No experience,1,8,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,19,Male,Married,Kandy,0-1 years,5,2,0,2,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,20,Male,Single,Gampaha,1-2 years,1,5,0,3,Mathematics,0,0,1,2
Bachelor of Software Engineering Honours,25,Female,Single,Colombo,2-3 years,2,4,2,1,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,24,Female,Single,Colombo,No experience,2,2,2,3,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,20,Female,Married,Gampaha,No experience,5,1,1,2,Biology,3,0,0,0
Bachelor of Technology - Computer Engineering,25,Female,Married,Colombo,1-2 years,2,3,3,1,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,20,Female,Single,Kurunegala,No experience,3,2,0,4,Mathematics,0,2,1,0
Bachelor of Software Engineering Honours,20,Male,Married,Colombo,0-1 years,4,3,0,2,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,19,Male,Single,Kurunegala,0-1 years,6,0,3,0,Mathematics,0,0,0,3
Bachelor of Technology - Computer Engineering,21,Male,Single,Colombo,0-1 years,1,3,0,5,Biology,3,0,0,0
Bachelor of Technology - Computer Engineering,21,Female,Married,Gampaha,1-2 years,7,2,0,0,Mathematics,0,1,0,2
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Male,Single,Colombo,2-3 years,6,3,0,0,Mathematics,2,0,1,0
Bachelor of Software Engineering Honours,23,Male,Married,Colombo,0-1 years,6,0,1,2,Biology,1,2,0,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,26,Female,Married,Gampaha,2-3 years,6,1,0,2,Mathematics,2,1,0,0
Bachelor of Technology - Mechanical Engineering,20,Male,Single,Colombo,More than 3 years,5,0,1,3,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours - Agriculture,22,Male,Married,Kurunegala,More than 3 years,3,5,0,1,Arts,2,0,0,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,26,Male,Single,Kandy,No experience,4,0,2,3,CommerceArts,2,1,0,0
Bachelor of Technology - Mechatronics Engineering,25,Female,Single,Kurunegala,No experience,5,3,0,1,Mathematics,1,0,2,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,25,Female,Single,Gampaha,0-1 years,2,7,0,0,Arts,0,1,0,2
Bachelor of Industrial Studies Honours – Apparel Production and Management,21,Male,Married,Kandy,0-1 years,5,2,1,1,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,22,Male,Single,Kandy,2-3 years,1,0,2,6,Biology,2,0,1,0
Bachelor of Industrial Studies Honours - Agriculture,26,Female,Single,Gampaha,0-1 years,1,4,4,0,Mathematics,2,0,0,1
Bachelor of Software Engineering Honours,26,Female,Married,Colombo,2-3 years,2,1,4,2,Mathematics,0,2,1,0
Bachelor of Technology - Electrical Engineering,25,Male,Married,Colombo,More than 3 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Male,Single,Kurunegala,More than 3 years,0,2,1,6,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,22,Female,Married,Anuradhapura,No experience,5,3,1,0,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,20,Female,Married,Kurunegala,2-3 years,5,0,2,2,Arts,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,23,Female,Single,Kandy,0-1 years,7,0,2,0,Mathematics,2,0,1,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,24,Female,Married,Matale,No experience,3,6,0,0,CommerceArts,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,21,Male,Single,Kandy,1-2 years,6,0,2,1,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,23,Male,Single,Kandy,2-3 years,5,2,0,2,Arts,2,1,0,0
Bachelor of Technology - Computer Engineering,21,Female,Married,MullaitivuColombo,More than 3 years,6,0,1,2,Mathematics,1,1,1,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,21,Female,Single,Colombo,1-2 years,1,6,1,1,Mathematics,0,3,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,26,Male,Single,Matale,0-1 years,6,1,2,0,Mathematics,1,1,0,1
Bachelor of Technology - Electronic and Communication Engineering,19,Female,Married,Colombo,1-2 years,4,4,0,1,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,24,Female,Married,Gampaha,1-2 years,1,2,3,3,Mathematics,2,0,0,1
Bachelor of Technology - Civil Engineering,25,Female,Married,Kilinochchi,2-3 years,4,5,0,0,Mathematics,0,0,0,3
Bachelor of Technology Honours in Engineering – Textile & Clothing,25,Male,Married,Mannar,More than 3 years,8,0,1,0,Mathematics,0,2,1,0
Bachelor of Technology - Electronic and Communication Engineering,22,Female,Married,Gampaha,0-1 years,7,0,1,1,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,24,Male,Married,Kegalle,1-2 years,4,3,2,0,Arts,0,3,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,19,Male,Married,Kurunegala,More than 3 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,25,Male,Married,Colombo,2-3 years,2,6,1,0,Mathematics,1,1,0,1
Bachelor of Industrial Studies Honours - Agriculture,21,Male,Married,Kurunegala,1-2 years,8,0,1,0,Mathematics,0,0,0,3
Bachelor of Technology - Electrical Engineering,19,Male,Single,Kurunegala,More than 3 years,1,6,0,2,Mathematics,1,1,1,0
Bachelor of Software Engineering Honours,22,Male,Married,Kurunegala,More than 3 years,3,5,1,0,Biology,2,0,1,0
Bachelor of Industrial Studies Honours - Agriculture,21,Male,Single,Gampaha,2-3 years,9,0,0,0,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours - Agriculture,20,Female,Married,MullaitivuColombo,0-1 years,6,0,3,0,Mathematics,0,3,0,0
Bachelor of Technology - Computer Engineering,20,Male,Married,Kandy,1-2 years,7,0,0,2,Arts,0,1,2,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,19,Male,Married,Batticaloa,2-3 years,9,0,0,0,Mathematics,2,0,0,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,19,Male,Single,Matale,1-2 years,1,3,0,5,Mathematics,1,0,0,2
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,21,Female,Married,Hambantota,0-1 years,1,5,2,1,Mathematics,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,23,Male,Single,Colombo,1-2 years,6,0,2,1,Mathematics,1,2,0,0
Bachelor of Technology - Electrical Engineering,26,Female,Married,Gampaha,1-2 years,9,0,0,0,Mathematics,1,2,0,0
Bachelor of Technology - Mechatronics Engineering,20,Female,Single,Jaffna,No experience,8,1,0,0,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours - Agriculture,21,Female,Married,Colombo,0-1 years,5,1,0,3,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,24,Male,Single,Kandy,No experience,5,1,3,0,Mathematics,2,0,0,1
Bachelor of Technology - Electrical Engineering,23,Male,Single,Kurunegala,More than 3 years,4,5,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Mechatronics Engineering,22,Male,Single,Mullaitivu,2-3 years,7,0,1,1,Mathematics,0,0,3,0
Bachelor of Software Engineering Honours,24,Female,Single,Kandy,No experience,4,0,5,0,Mathematics,0,3,0,0
Bachelor of Software Engineering Honours,25,Male,Single,Trincomalee,No experience,1,7,0,1,Mathematics,3,0,0,0
Bachelor of Technology - Mechatronics Engineering,24,Female,Single,Galle,1-2 years,7,2,0,0,Biology,2,1,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,20,Female,Single,Colombo,0-1 years,0,0,2,7,Mathematics,2,1,0,0
Bachelor of Software Engineering Honours,20,Male,Married,Gampaha,More than 3 years,0,0,4,5,Arts,0,0,0,3
Bachelor of Technology - Mechanical Engineering,20,Female,Married,Kurunegala,More than 3 years,6,2,0,1,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours - Agriculture,21,Female,Single,Gampaha,More than 3 years,6,3,0,0,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,26,Female,Married,Vavuniya,2-3 years,3,0,2,4,Biology,2,0,1,0
Bachelor of Technology - Civil Engineering,22,Male,Single,Kandy,2-3 years,0,3,0,6,Mathematics,1,1,1,0
Bachelor of Technology - Electronic and Communication Engineering,26,Male,Married,Matale,More than 3 years,8,1,0,0,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,22,Female,Married,Kandy,More than 3 years,8,0,1,0,Mathematics,0,2,1,0
Bachelor of Software Engineering Honours,23,Male,Single,Monaragala,No experience,1,3,0,5,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,26,Female,Married,Colombo,No experience,8,0,1,0,Mathematics,1,0,1,1
Bachelor of Technology - Civil Engineering,25,Female,Single,Kandy,1-2 years,5,0,0,4,Mathematics,3,0,0,0
Bachelor of Technology - Mechanical Engineering,22,Female,Single,Colombo,1-2 years,8,1,0,0,Mathematics,0,1,0,2
Bachelor of Technology - Electronic and Communication Engineering,20,Male,Single,Kandy,1-2 years,3,0,4,2,Arts,2,0,1,0
Bachelor of Technology - Electrical Engineering,25,Male,Single,Kurunegala,1-2 years,7,0,0,2,Mathematics,1,1,1,0
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,23,Male,Single,Gampaha,More than 3 years,9,0,0,0,Mathematics,1,0,1,1
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,20,Male,Single,Trincomalee,2-3 years,2,0,7,0,Mathematics,2,0,0,1
Bachelor of Technology - Mechanical Engineering,20,Male,Single,Colombo,1-2 years,7,2,0,0,Mathematics,1,1,0,1
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,19,Female,Single,Gampaha,More than 3 years,2,2,0,5,Arts,2,1,0,0
Bachelor of Technology - Computer Engineering,24,Female,Married,Colombo,1-2 years,7,0,1,1,Arts,2,1,0,0
Bachelor of Technology - Mechanical Engineering,19,Male,Married,Kilinochchi,0-1 years,2,5,1,1,Mathematics,1,2,0,0
Bachelor of Technology - Mechatronics Engineering,22,Male,Single,MullaitivuColombo,2-3 years,1,4,4,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,24,Female,Married,Kurunegala,2-3 years,4,2,1,2,Mathematics,2,0,1,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,26,Female,Married,Gampaha,No experience,7,2,0,0,Mathematics,1,2,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,21,Female,Married,Gampaha,No experience,4,0,3,2,Mathematics,1,1,0,1
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,26,Female,Single,Badulla,1-2 years,0,0,4,5,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours - Agriculture,23,Male,Single,Badulla,More than 3 years,1,4,1,3,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,25,Female,Married,Kurunegala,No experience,4,2,2,1,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,22,Female,Single,Gampaha,More than 3 years,3,2,2,2,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,25,Male,Single,Gampaha,2-3 years,5,4,0,0,Mathematics,2,1,0,0
Bachelor of Technology - Electrical Engineering,25,Female,Single,MullaitivuColombo,More than 3 years,0,6,0,3,CommerceArts,1,2,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,22,Female,Single,Kurunegala,More than 3 years,9,0,0,0,CommerceArts,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Female,Married,Kurunegala,No experience,1,0,4,4,Mathematics,0,2,0,1
Bachelor of Technology - Mechanical Engineering,26,Female,Single,Gampaha,More than 3 years,8,0,0,1,Mathematics,1,2,0,0
Bachelor of Software Engineering Honours,22,Male,Married,Puttalam,1-2 years,0,7,2,0,Mathematics,1,0,0,2
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,21,Male,Single,Nuwara Eliya,0-1 years,1,7,0,1,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours - Agriculture,23,Female,Married,Gampaha,0-1 years,8,1,0,0,Mathematics,0,3,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,19,Male,Single,Gampaha,0-1 years,2,3,3,1,Biology,2,1,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,26,Female,Married,Ampara,2-3 years,1,7,1,0,Arts,3,0,0,0
Bachelor of Technology - Mechanical Engineering,26,Male,Married,Colombo,More than 3 years,4,0,5,0,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,26,Female,Married,Colombo,0-1 years,5,4,0,0,Mathematics,3,0,0,0
Bachelor of Industrial Studies Honours – Textile Manufacture Specialization,21,Female,Married,Monaragala,0-1 years,4,5,0,0,Mathematics,3,0,0,0
Bachelor of Technology - Electrical Engineering,26,Male,Married,Colombo,1-2 years,9,0,0,0,Mathematics,0,0,1,2
Bachelor of Technology - Electronic and Communication Engineering,20,Male,Married,Colombo,2-3 years,5,1,1,2,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,25,Male,Single,Kurunegala,1-2 years,1,0,1,7,Mathematics,2,0,0,1
Bachelor of Technology - Mechatronics Engineering,20,Female,Married,Colombo,More than 3 years,8,0,0,1,Biology,3,0,0,0
Bachelor of Technology - Electronic and Communication Engineering,22,Male,Married,Gampaha,More than 3 years,3,0,4,2,Mathematics,0,1,0,2
Bachelor of Industrial Studies Honours – Apparel Production and Management,21,Male,Married,Vavuniya,2-3 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,26,Female,Married,Kurunegala,More than 3 years,2,1,3,3,Mathematics,3,0,0,0
Bachelor of Software Engineering Honours,23,Male,Single,Colombo,0-1 years,0,9,0,0,Mathematics,1,1,1,0
Bachelor of Technology - Electrical Engineering,24,Male,Single,Gampaha,No experience,8,0,1,0,Mathematics,0,0,3,0
Bachelor of Technology - Mechanical Engineering,19,Male,Married,Gampaha,1-2 years,3,2,0,4,Mathematics,1,2,0,0
Bachelor of Industrial Studies Honours – Apparel Production and Management,19,Male,Married,Kandy,More than 3 years,9,0,0,0,Mathematics,0,3,0,0
Bachelor of Technology - Civil Engineering,26,Male,Married,Kurunegala,No experience,1,0,7,1,Mathematics,1,2,0,0
Bachelor of Technology - Electrical Engineering,26,Female,Single,Colombo,No experience,0,3,4,2,Arts,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,25,Female,Single,Badulla,2-3 years,8,0,0,1,Mathematics,0,2,1,0
Bachelor of Technology - Electronic and Communication Engineering,24,Female,Single,Nuwara Eliya,0-1 years,1,0,3,5,Mathematics,0,0,1,2
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,20,Male,Single,Kandy,0-1 years,4,0,2,3,Mathematics,1,1,0,1
Bachelor of Technology Honours in Engineering – Textile & Clothing,25,Female,Single,Anuradhapura,No experience,1,4,4,0,Mathematics,3,0,0,0
Bachelor of Technology - Computer Engineering,23,Female,Married,Colombo,0-1 years,8,1,0,0,Mathematics,0,0,2,1
Bachelor of Technology - Electrical Engineering,26,Female,Single,Matale,0-1 years,8,0,1,0,Mathematics,1,0,1,1
Bachelor of Industrial Studies Honours – Fashion Design and Product Development,21,Male,Single,Kurunegala,2-3 years,7,0,0,2,Mathematics,0,2,1,0
Bachelor of Technology Honours in Engineering – Textile & Clothing,25,Female,Single,Colombo,1-2 years,9,0,0,0,Mathematics,3,0,0,0
Bachelor of Technology (BTech) Honours in Agriculture and Plantation Engineering,22,Male,Married,Gampaha,2-3 years,8,0,1,0,Mathematics,2,0,1,0
Bachelor of Technology - Mechanical Engineering,22,Male,Married,Kurunegala,More than 3 years,6,3,0,0,Mathematics,0,3,0,0
Bachelor of Technology - Civil Engineering,26,Female,Married,Kalutara,2-3 years,7,2,0,0,Mathematics,0,2,1,0
Bachelor of Industrial Studies Honours - Agriculture,22,Female,Married,Kandy,2-3 years,0,9,0,0,Mathematics,2,1,0,0
Bachelor of Industrial Studies Honours - Agriculture,23,Female,Married,Kilinochchi,0-1 years,7,1,0,1,Mathematics,0,3,0,0
Bachelor of Technology - Mechatronics Engineering,26,Male,Married,Colombo,More than 3 years,1,4,4,0,Biology,2,0,1,0
